id,user_id,order_date,status
1,88,2025-03-18,placed
2,248,2025-03-17,shipped
3,175,2025-03-16,returned
4,214,2025-03-17,completed
5,6,2025-03-16,shipped
6,126,2025-03-16,return_pending
7,214,2025-03-12,returned
8,140,2025-03-11,shipped
9,243,2025-03-11,placed
10,23,2025-03-14,completed
11,160,2025-03-12,placed
12,160,2025-03-12,returned
13,78,2025-03-14,placed
14,172,2025-03-06,shipped
15,121,2025-03-14,shipped
16,145,2025-03-18,completed
17,116,2025-03-07,completed
18,58,2025-03-08,return_pending
19,184,2025-03-13,shipped
20,209,2025-03-08,return_pending
21,51,2025-03-16,completed
22,208,2025-03-13,placed
23,282,2025-03-12,shipped
24,76,2025-03-09,completed
25,64,2025-03-17,shipped
26,133,2025-03-10,completed
27,41,2025-03-16,shipped
28,278,2025-03-06,placed
29,245,2025-03-09,completed
30,265,2025-03-16,shipped
31,119,2025-03-09,return_pending
32,242,2025-03-17,completed
33,3,2025-03-10,returned
34,144,2025-03-11,return_pending
35,281,2025-03-05,completed
36,229,2025-03-05,shipped
37,251,2025-03-15,return_pending
38,79,2025-03-07,placed
39,133,2025-03-12,completed
40,17,2025-03-15,returned
41,114,2025-03-09,shipped
42,54,2025-03-18,shipped
43,49,2025-03-07,shipped
44,8,2025-03-06,completed
45,129,2025-03-06,shipped
46,186,2025-03-10,shipped
47,218,2025-03-05,shipped
48,182,2025-03-09,returned
49,191,2025-03-16,returned
50,231,2025-03-13,returned
51,171,2025-03-07,completed
52,266,2025-03-08,shipped
53,79,2025-03-08,return_pending
54,201,2025-03-07,placed
55,95,2025-03-09,completed
56,129,2025-03-06,completed
57,134,2025-03-10,placed
58,11,2025-03-05,return_pending
59,194,2025-03-12,shipped
60,193,2025-03-13,placed
61,174,2025-03-09,return_pending
62,199,2025-03-05,completed
63,273,2025-03-15,shipped
64,85,2025-03-18,completed
65,179,2025-03-09,completed
66,213,2025-03-05,shipped
67,202,2025-03-15,completed
68,201,2025-03-07,shipped
69,44,2025-03-17,return_pending
70,205,2025-03-05,completed
71,124,2025-03-10,return_pending
72,196,2025-03-12,return_pending
73,20,2025-03-10,return_pending
74,201,2025-03-07,placed
75,61,2025-03-07,returned
76,2,2025-03-09,completed
77,188,2025-03-09,returned
78,105,2025-03-15,return_pending
79,241,2025-03-18,returned
80,42,2025-03-15,returned
81,254,2025-03-07,return_pending
82,96,2025-03-08,placed
83,2,2025-03-12,return_pending
84,68,2025-03-09,returned
85,200,2025-03-15,returned
86,26,2025-03-10,placed
87,150,2025-03-16,returned
88,1,2025-03-07,returned
89,120,2025-03-16,completed
90,220,2025-03-06,shipped
91,11,2025-03-09,returned
92,45,2025-03-05,returned
93,49,2025-03-11,completed
94,134,2025-03-06,returned
95,75,2025-03-18,returned
96,115,2025-03-10,shipped
97,50,2025-03-06,shipped
98,142,2025-03-08,placed
99,72,2025-03-06,returned
100,178,2025-03-16,completed
101,160,2025-03-06,returned
102,199,2025-03-13,return_pending
103,8,2025-03-08,returned
104,230,2025-03-18,returned
105,8,2025-03-10,shipped
106,234,2025-03-15,return_pending
107,97,2025-03-13,completed
108,113,2025-03-09,return_pending
109,110,2025-03-07,return_pending
110,131,2025-03-14,returned
111,204,2025-03-18,placed
112,186,2025-03-15,shipped
113,296,2025-03-16,shipped
114,91,2025-03-06,return_pending
115,161,2025-03-08,completed
116,76,2025-03-09,returned
117,232,2025-03-09,placed
118,268,2025-03-12,placed
119,210,2025-03-17,placed
120,200,2025-03-07,placed
121,225,2025-03-05,placed
122,35,2025-03-13,completed
123,126,2025-03-13,shipped
124,232,2025-03-12,returned
125,286,2025-03-15,completed
126,77,2025-03-08,returned
127,177,2025-03-12,returned
128,54,2025-03-17,return_pending
129,241,2025-03-06,shipped
130,114,2025-03-07,return_pending
131,250,2025-03-07,shipped
132,215,2025-03-05,return_pending
133,161,2025-03-14,placed
134,141,2025-03-09,returned
135,21,2025-03-09,returned
136,292,2025-03-05,returned
137,296,2025-03-12,placed
138,198,2025-03-16,returned
139,18,2025-03-13,completed
140,10,2025-03-11,shipped
141,185,2025-03-16,return_pending
142,235,2025-03-07,completed
143,123,2025-03-15,return_pending
144,103,2025-03-12,return_pending
145,292,2025-03-06,completed
146,22,2025-03-07,shipped
147,127,2025-03-15,return_pending
148,170,2025-03-14,completed
149,274,2025-03-18,return_pending
150,118,2025-03-13,shipped
151,127,2025-03-06,return_pending
152,13,2025-03-18,placed
153,196,2025-03-08,shipped
154,103,2025-03-11,returned
155,236,2025-03-13,return_pending
156,91,2025-03-05,completed
157,158,2025-03-07,shipped
158,195,2025-03-16,completed
159,146,2025-03-14,returned
160,117,2025-03-14,placed
161,103,2025-03-11,return_pending
162,158,2025-03-08,completed
163,158,2025-03-18,placed
164,143,2025-03-12,shipped
165,287,2025-03-11,completed
166,125,2025-03-09,returned
167,144,2025-03-05,placed
168,47,2025-03-08,shipped
169,234,2025-03-15,returned
170,97,2025-03-16,completed
171,208,2025-03-18,shipped
172,5,2025-03-18,return_pending
173,206,2025-03-11,placed
174,215,2025-03-18,placed
175,252,2025-03-12,shipped
176,166,2025-03-08,returned
177,233,2025-03-07,returned
178,74,2025-03-11,return_pending
179,89,2025-03-17,placed
180,70,2025-03-13,completed
181,51,2025-03-09,return_pending
182,261,2025-03-18,completed
183,294,2025-03-08,return_pending
184,184,2025-03-13,return_pending
185,232,2025-03-11,completed
186,169,2025-03-15,completed
187,108,2025-03-09,shipped
188,155,2025-03-07,placed
189,277,2025-03-08,returned
190,103,2025-03-11,completed
191,232,2025-03-15,placed
192,205,2025-03-10,placed
193,171,2025-03-16,shipped
194,28,2025-03-06,return_pending
195,246,2025-03-13,completed
196,284,2025-03-07,return_pending
197,282,2025-03-11,placed
198,54,2025-03-14,shipped
199,218,2025-03-14,placed
200,18,2025-03-16,returned
201,8,2025-03-11,placed
202,58,2025-03-09,completed
203,198,2025-03-06,placed
204,171,2025-03-14,returned
205,104,2025-03-17,placed
206,292,2025-03-16,completed
207,260,2025-03-14,completed
208,94,2025-03-16,completed
209,65,2025-03-09,returned
210,61,2025-03-17,placed
211,268,2025-03-15,return_pending
212,8,2025-03-07,placed
213,273,2025-03-18,shipped
214,161,2025-03-11,shipped
215,77,2025-03-13,shipped
216,181,2025-03-18,returned
217,141,2025-03-08,shipped
218,243,2025-03-13,placed
219,78,2025-03-06,completed
220,290,2025-03-05,completed
221,131,2025-03-07,returned
222,80,2025-03-08,placed
223,62,2025-03-17,shipped
224,139,2025-03-05,return_pending
225,68,2025-03-13,shipped
226,293,2025-03-14,placed
227,244,2025-03-12,placed
228,40,2025-03-11,shipped
229,109,2025-03-06,shipped
230,115,2025-03-16,return_pending
231,95,2025-03-16,shipped
232,122,2025-03-14,shipped
233,192,2025-03-17,completed
234,127,2025-03-06,completed
235,8,2025-03-17,returned
236,229,2025-03-18,shipped
237,122,2025-03-10,completed
238,228,2025-03-18,placed
239,9,2025-03-17,return_pending
240,193,2025-03-06,return_pending
241,177,2025-03-12,return_pending
242,5,2025-03-09,shipped
243,250,2025-03-15,returned
244,149,2025-03-14,shipped
245,24,2025-03-15,returned
246,172,2025-03-13,shipped
247,140,2025-03-07,completed
248,295,2025-03-10,return_pending
249,149,2025-03-05,return_pending
250,179,2025-03-10,completed
251,133,2025-03-14,placed
252,151,2025-03-16,return_pending
253,113,2025-03-10,return_pending
254,238,2025-03-16,return_pending
255,255,2025-03-10,placed
256,288,2025-03-11,placed
257,47,2025-03-07,return_pending
258,231,2025-03-17,returned
259,238,2025-03-05,return_pending
260,236,2025-03-14,placed
261,289,2025-03-16,shipped
262,236,2025-03-08,completed
263,11,2025-03-16,shipped
264,132,2025-03-14,returned
265,157,2025-03-16,shipped
266,150,2025-03-10,return_pending
267,154,2025-03-17,placed
268,173,2025-03-13,return_pending
269,4,2025-03-05,return_pending
270,155,2025-03-16,completed
271,80,2025-03-10,completed
272,254,2025-03-18,completed
273,289,2025-03-14,shipped
274,119,2025-03-07,returned
275,238,2025-03-17,return_pending
276,62,2025-03-09,completed
277,40,2025-03-05,shipped
278,58,2025-03-08,return_pending
279,189,2025-03-10,return_pending
280,169,2025-03-05,placed
281,127,2025-03-18,completed
282,100,2025-03-08,shipped
283,165,2025-03-12,placed
284,67,2025-03-07,return_pending
285,55,2025-03-17,placed
286,76,2025-03-12,shipped
287,245,2025-03-11,returned
288,83,2025-03-09,return_pending
289,123,2025-03-05,placed
290,7,2025-03-12,returned
291,97,2025-03-14,completed
292,98,2025-03-15,return_pending
293,39,2025-03-11,shipped
294,17,2025-03-16,return_pending
295,14,2025-03-05,shipped
296,235,2025-03-15,return_pending
297,75,2025-03-07,placed
298,262,2025-03-18,completed
299,30,2025-03-09,completed
300,229,2025-03-18,placed
301,143,2025-03-09,shipped
302,51,2025-03-06,placed
303,198,2025-03-12,completed
304,149,2025-03-13,placed
305,295,2025-03-17,completed
306,212,2025-03-12,returned
307,97,2025-03-17,placed
308,151,2025-03-17,placed
309,292,2025-03-15,return_pending
310,235,2025-03-07,placed
311,222,2025-03-05,placed
312,51,2025-03-12,placed
313,193,2025-03-07,placed
314,105,2025-03-13,placed
315,170,2025-03-09,shipped
316,273,2025-03-08,returned
317,85,2025-03-18,completed
